customerID,Churn,account.Contract,account.PaymentMethod,internet.InternetService,customer.tenure,account.MonthlyCharges,account.TotalCharges,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling
6349-JDHQP,No,Two year,Credit card (automatic),No,53,19.85,1049.6,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6350-XFYGW,No,Month-to-month,Electronic check,Fiber optic,4,94.75,422.4,Male,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
6351-SCJKT,No,Month-to-month,Mailed check,DSL,3,41.35,107.25,Male,No,No,No,No,No phone service,Yes,No,Yes,Yes,No,No,No
6352-GIGGQ,No,One year,Bank transfer (automatic),DSL,67,88.8,5903.15,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6352-TWCAU,Yes,Month-to-month,Electronic check,Fiber optic,35,86.45,3029.1,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
6353-BRMMA,No,Month-to-month,Bank transfer (automatic),Fiber optic,54,104.1,5645.8,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
6356-ELRKD,Yes,Month-to-month,Electronic check,Fiber optic,1,95.6,95.6,Female,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
6357-JJPQT,No,Month-to-month,Electronic check,Fiber optic,3,80.5,232.35,Female,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6358-LYNGM,Yes,Month-to-month,Electronic check,Fiber optic,1,74.9,74.9,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
6360-SVNWV,No,Month-to-month,Credit card (automatic),Fiber optic,31,73.55,2094.65,Female,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes
6362-QHAFM,No,One year,Electronic check,Fiber optic,42,108.3,4586.15,Male,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
6365-HITVU,No,Two year,Credit card (automatic),DSL,71,87.25,6328.7,Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
6365-MTGZX,Yes,Month-to-month,Electronic check,Fiber optic,24,96.0,2122.45,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
6366-XIVKZ,No,Month-to-month,Mailed check,DSL,13,63.15,816.8,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
6366-ZGQGL,Yes,Month-to-month,Bank transfer (automatic),DSL,1,24.8,24.8,Male,No,No,No,No,No phone service,No,No,No,No,No,No,No
6368-NWMCE,No,Month-to-month,Credit card (automatic),DSL,38,68.15,2656.3,Female,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
6368-TZZDT,No,Two year,Credit card (automatic),No,4,19.5,96.85,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6369-MCAKO,No,Two year,Bank transfer (automatic),DSL,68,89.05,6185.8,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6370-ZVHDV,No,Two year,Bank transfer (automatic),No,61,25.3,1554.9,Female,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6371-NZYEG,No,Two year,Mailed check,DSL,16,64.25,1024.0,Male,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
6372-RFVNS,Yes,Month-to-month,Electronic check,Fiber optic,1,78.8,78.8,Female,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
6374-AFWOX,No,Two year,Mailed check,DSL,46,65.65,3047.15,Male,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
6374-NTQLP,No,Two year,Credit card (automatic),Fiber optic,72,104.1,7447.7,Male,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6376-GAHQE,Yes,Month-to-month,Electronic check,Fiber optic,4,77.85,299.2,Male,No,No,No,Yes,No,No,No,No,No,Yes,No,No
6377-KSLXC,No,Month-to-month,Mailed check,No,5,19.95,107.05,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6377-WHAOX,No,Month-to-month,Electronic check,Fiber optic,60,106.15,6411.25,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
6379-RXJRQ,Yes,Month-to-month,Electronic check,Fiber optic,10,70.1,659.65,Male,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
6380-ARCEH,No,Month-to-month,Mailed check,No,1,20.2,20.2,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6381-LOPCO,,Month-to-month,Electronic check,Fiber optic,1,69.8,69.8,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6383-ZTSIW,No,One year,Mailed check,Fiber optic,39,99.1,3877.95,Female,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
6384-VMJHP,No,Two year,Credit card (automatic),DSL,72,73.0,5265.2,Female,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
6385-MVEPL,,Two year,Mailed check,DSL,64,69.25,4447.75,Male,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
6386-SZZKH,Yes,Two year,Bank transfer (automatic),Fiber optic,49,107.95,5293.2,Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6388-TABGU,No,One year,Bank transfer (automatic),DSL,62,56.15,3487.95,Male,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
6390-DSAZX,Yes,Month-to-month,Mailed check,Fiber optic,1,73.6,73.6,Female,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes
6393-WRYZE,Yes,Month-to-month,Electronic check,Fiber optic,34,97.65,3207.55,Female,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6394-HHHZM,No,Month-to-month,Mailed check,No,3,20.7,57.5,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6394-MFYNG,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,48,107.4,5121.3,Female,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
6397-JNZZG,Yes,Month-to-month,Credit card (automatic),DSL,43,55.55,2342.2,Female,Yes,Yes,No,No,No phone service,No,Yes,Yes,No,Yes,Yes,No
6400-BWQKW,Yes,Month-to-month,Electronic check,Fiber optic,6,79.05,434.5,Female,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
6402-EJMWF,No,Month-to-month,Mailed check,DSL,4,55.3,238.5,Male,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
6402-SSEJG,No,One year,Electronic check,DSL,25,61.05,1540.2,Female,No,No,No,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No
6402-ZFPPI,Yes,Month-to-month,Mailed check,Fiber optic,25,102.8,2660.2,Female,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
6407-GSJNL,No,Two year,Bank transfer (automatic),No,51,24.95,1288.0,Female,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6407-UTSLV,No,Month-to-month,Bank transfer (automatic),Fiber optic,2,83.8,163.7,Female,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
6408-OTUBZ,No,One year,Bank transfer (automatic),Fiber optic,66,104.55,6779.05,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
6408-WHTEF,No,Two year,Mailed check,DSL,72,89.4,6376.55,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6410-LEFEN,Yes,Month-to-month,Electronic check,DSL,9,45.15,416.45,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
6413-XKKPU,Yes,Month-to-month,Electronic check,Fiber optic,17,89.4,1539.45,Male,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
6416-JNVRK,No,One year,Credit card (automatic),DSL,46,55.65,2688.85,Female,No,No,No,Yes,No,No,No,No,No,No,Yes,No
6416-TVAIH,Yes,Month-to-month,Electronic check,Fiber optic,1,68.5,68.5,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
6416-YJTTB,No,Month-to-month,Bank transfer (automatic),Fiber optic,11,79.5,795.65,Male,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes
6418-HNFED,No,Two year,Credit card (automatic),DSL,51,83.25,4089.45,Male,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6418-PIQSP,No,Two year,Mailed check,DSL,62,81.0,4985.9,Female,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
6419-ZTTLE,No,One year,Electronic check,No,23,20.75,485.2,Male,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6421-SZVEM,No,One year,Bank transfer (automatic),Fiber optic,28,82.85,2320.8,Female,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
6424-ELEYH,Yes,Month-to-month,Credit card (automatic),Fiber optic,3,74.75,229.5,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
6425-JWTDV,No,Two year,Mailed check,No,48,19.25,855.1,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6425-YQLLO,Yes,One year,Credit card (automatic),Fiber optic,66,105.95,6975.25,Female,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
6427-FEFIG,No,Two year,Credit card (automatic),DSL,24,78.6,1846.65,Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
6429-SHBCB,No,Month-to-month,Mailed check,DSL,19,69.6,1394.55,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
6432-TWQLB,Yes,Month-to-month,Electronic check,Fiber optic,5,85.4,401.1,Male,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
6434-TTGJP,No,Two year,Credit card (automatic),DSL,10,53.7,521.0,Male,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,No
6435-SRWBJ,No,Month-to-month,Electronic check,Fiber optic,5,82.75,417.75,Female,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
6435-VWCCY,No,Two year,Credit card (automatic),Fiber optic,65,92.7,5968.4,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
6437-UDQJM,No,Two year,Credit card (automatic),DSL,72,84.1,6129.65,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
6437-UKHMV,Yes,Month-to-month,Electronic check,Fiber optic,7,79.7,586.05,Female,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6439-GTPCA,Yes,Month-to-month,Electronic check,Fiber optic,45,87.25,3941.7,Female,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
6439-LAJXL,No,Month-to-month,Mailed check,DSL,9,68.95,593.85,Male,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
6439-PKTRR,No,Two year,Electronic check,DSL,70,80.7,5617.95,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
6440-DKQGE,No,One year,Credit card (automatic),DSL,30,64.5,1929.95,Male,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
6445-TNRXS,No,Two year,Bank transfer (automatic),Fiber optic,68,114.7,7849.85,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6447-EGDIV,No,One year,Mailed check,No,31,20.95,683.25,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6447-GORXK,No,Month-to-month,Credit card (automatic),DSL,31,25.0,789.2,Male,No,No,Yes,No,No phone service,No,No,No,No,No,No,No
6457-GIRWB,Yes,Month-to-month,Electronic check,Fiber optic,1,69.35,69.35,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6457-USBER,Yes,Month-to-month,Electronic check,Fiber optic,1,80.8,80.8,Male,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
6458-CYIDZ,No,Month-to-month,Electronic check,Fiber optic,5,80.7,374.8,Female,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No
6461-PPAXN,No,One year,Bank transfer (automatic),DSL,35,54.95,1916.0,Female,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
6461-SZMCV,No,Two year,Bank transfer (automatic),DSL,71,87.95,6365.35,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
6463-CCMII,,Month-to-month,Mailed check,No,34,19.7,675.6,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6463-HHXJR,No,Two year,Bank transfer (automatic),Fiber optic,71,100.5,7030.65,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
6463-MVYRY,No,Two year,Bank transfer (automatic),DSL,57,69.85,4003.0,Female,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No
6464-KEXXH,No,Month-to-month,Credit card (automatic),DSL,8,25.25,186.3,Male,No,No,No,No,No phone service,No,No,No,No,No,No,Yes
6465-GSRCL,No,One year,Bank transfer (automatic),Fiber optic,67,106.6,7244.7,Female,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
6467-CHFZW,Yes,Month-to-month,Electronic check,Fiber optic,47,99.35,4749.15,Male,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
6469-MRVET,No,One year,Electronic check,No,1,20.2,20.2,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6469-QJKZW,No,Month-to-month,Electronic check,No,4,20.15,91.4,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6473-ULUHT,No,Month-to-month,Electronic check,DSL,16,84.9,1398.25,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
6474-FVJLC,Yes,Month-to-month,Electronic check,Fiber optic,2,86.0,165.45,Male,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
6475-VHUIZ,No,Month-to-month,Electronic check,DSL,23,54.25,1221.55,Female,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
6476-EPYZR,No,Month-to-month,Mailed check,No,12,20.5,255.5,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6476-YHMGA,No,Month-to-month,Bank transfer (automatic),DSL,15,76.5,1155.6,Female,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
6478-HRRCZ,No,One year,Mailed check,DSL,32,70.5,2201.75,Male,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
6479-OAUSD,No,One year,Credit card (automatic),No,25,19.9,510.8,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6479-SZPLM,No,Two year,Credit card (automatic),No,36,19.45,754.5,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6479-VDGRK,No,Two year,Bank transfer (automatic),DSL,72,85.3,6129.2,Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
6480-YAGIY,No,One year,Credit card (automatic),Fiber optic,45,112.2,5031.85,Male,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
6481-ESCNL,No,Month-to-month,Bank transfer (automatic),Fiber optic,29,100.55,2878.75,Female,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
6481-LXPWL,No,One year,Credit card (automatic),DSL,56,36.1,1971.5,Male,No,Yes,Yes,No,No phone service,No,Yes,Yes,No,No,No,Yes
6481-OGDOO,Yes,One year,Credit card (automatic),Fiber optic,67,90.6,6056.15,Male,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
6483-OATDN,No,Month-to-month,Credit card (automatic),DSL,8,51.3,411.6,Male,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes
6484-LATFU,No,Two year,Mailed check,No,68,24.55,1657.4,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6485-QXWWE,No,Two year,Bank transfer (automatic),No,62,26.0,1638.7,Female,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6486-LHTMA,No,One year,Electronic check,Fiber optic,31,90.7,2835.5,Female,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
6490-FGZAT,No,Month-to-month,Mailed check,No,6,20.65,109.3,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6496-JDSSB,No,Month-to-month,Bank transfer (automatic),Fiber optic,8,80.0,624.6,Female,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6496-SLWHQ,Yes,Month-to-month,Electronic check,Fiber optic,3,105.0,294.45,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
6497-TILVL,No,Month-to-month,Mailed check,DSL,7,50.7,350.35,Female,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
6500-JVEGC,No,One year,Bank transfer (automatic),Fiber optic,68,101.35,7110.75,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
6502-HCJTI,Yes,Month-to-month,Credit card (automatic),Fiber optic,7,94.7,673.1,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
6502-KUGLL,No,Month-to-month,Bank transfer (automatic),DSL,14,59.45,780.85,Female,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
6502-MJQAE,Yes,Month-to-month,Electronic check,Fiber optic,1,69.6,69.6,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6504-VBLFL,No,Two year,Electronic check,DSL,55,58.6,3068.6,Male,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
6505-OZNPG,No,Two year,Mailed check,DSL,6,63.4,348.8,Female,No,No,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6506-EYCNH,No,Month-to-month,Bank transfer (automatic),No,28,19.55,543.8,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6507-DTJZV,No,Month-to-month,Credit card (automatic),DSL,13,66.4,831.75,Male,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
6507-MIKMI,,Month-to-month,Electronic check,Fiber optic,41,106.3,4443.45,Female,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
6507-ZJSUR,No,Month-to-month,Electronic check,Fiber optic,23,90.45,2117.25,Male,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
6508-NJYRO,No,One year,Mailed check,No,15,18.8,294.95,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6508-TFQQW,,Month-to-month,Electronic check,Fiber optic,1,70.3,70.3,Male,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes
6509-TSGWN,No,Month-to-month,Mailed check,No,37,26.45,911.6,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6510-UPNKS,No,One year,Credit card (automatic),No,23,24.8,615.35,Female,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6513-EECDB,Yes,Month-to-month,Electronic check,Fiber optic,1,73.55,73.55,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
6516-NKQBO,No,Two year,Credit card (automatic),DSL,38,81.0,3084.9,Male,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
6518-KZXCB,No,Two year,Mailed check,No,22,25.25,566.5,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6518-LGAOV,Yes,Month-to-month,Electronic check,Fiber optic,38,105.0,4026.4,Female,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
6518-PPLMZ,No,Two year,Mailed check,No,53,19.4,1110.35,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6519-CFDBX,No,Month-to-month,Electronic check,DSL,2,45.4,80.95,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6519-JNHOZ,,One year,Electronic check,DSL,48,65.65,3094.65,Female,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
6519-ZHPXP,No,Two year,Bank transfer (automatic),Fiber optic,72,108.3,7679.65,Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6521-YYTYI,Yes,Month-to-month,Electronic check,Fiber optic,1,93.3,93.3,Male,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6522-OIQSX,No,Two year,Credit card (automatic),DSL,69,54.95,3772.5,Female,No,Yes,Yes,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes
6522-YRBXD,No,Month-to-month,Electronic check,Fiber optic,35,94.55,3365.4,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
6527-PZFPV,No,One year,Credit card (automatic),No,24,20.8,469.65,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6532-YLWSI,Yes,One year,Bank transfer (automatic),No,53,20.8,1021.8,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6532-YOHZY,,Two year,Bank transfer (automatic),Fiber optic,45,109.75,4900.65,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6537-OTKMY,No,One year,Electronic check,DSL,15,50.75,688.2,Male,No,No,No,No,No phone service,No,No,Yes,No,Yes,Yes,No
6537-QLGEX,No,Month-to-month,Electronic check,DSL,16,38.9,664.4,Female,No,No,No,No,No phone service,Yes,No,No,No,Yes,No,Yes
6538-POCHL,No,Month-to-month,Credit card (automatic),Fiber optic,33,79.0,2576.8,Male,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
6542-LWGXJ,No,Month-to-month,Mailed check,DSL,3,25.0,78.25,Male,No,Yes,No,No,No phone service,No,No,No,No,No,No,No
6543-CPZMK,Yes,Month-to-month,Electronic check,DSL,9,29.95,248.95,Male,No,Yes,Yes,No,No phone service,No,Yes,No,No,No,No,Yes
6543-JXSOO,No,One year,Mailed check,DSL,23,57.75,1282.85,Female,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
6543-XRMYR,Yes,Month-to-month,Electronic check,Fiber optic,30,99.7,2967.35,Female,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
6546-OPBBH,No,One year,Mailed check,No,51,23.95,1216.35,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6547-ETRKK,,One year,Bank transfer (automatic),No,53,20.8,1021.8,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6549-BTYPG,No,Two year,Credit card (automatic),DSL,60,60.8,3603.45,Female,No,Yes,No,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,No
6549-NNDYT,No,Month-to-month,Bank transfer (automatic),DSL,13,30.85,394.1,Female,No,No,No,No,No phone service,Yes,No,No,No,No,No,Yes
6549-YMFAW,No,Month-to-month,Mailed check,No,9,21.25,204.55,Male,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6551-GNYDG,No,Month-to-month,Bank transfer (automatic),Fiber optic,14,80.9,1152.8,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
6551-VLJMV,No,Two year,Credit card (automatic),No,34,20.05,679.0,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6551-ZCOTS,No,One year,Bank transfer (automatic),No,33,24.9,847.8,Male,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6554-ONRKJ,,One year,Bank transfer (automatic),DSL,39,54.85,2191.7,Male,No,No,Yes,No,No phone service,No,No,Yes,Yes,Yes,Yes,No
6556-DBKZF,No,Two year,Electronic check,Fiber optic,71,76.05,5436.45,Female,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
6557-BZXLQ,No,Month-to-month,Electronic check,Fiber optic,16,69.65,1043.3,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,No
6559-ILWKJ,Yes,Two year,Electronic check,DSL,71,49.35,3515.25,Male,No,Yes,No,No,No phone service,No,Yes,No,No,Yes,Yes,No
6559-PDZLR,No,Month-to-month,Electronic check,Fiber optic,26,98.65,2537.0,Male,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
6559-RAKOZ,No,One year,Electronic check,Fiber optic,49,97.95,4917.9,Male,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
6563-VNPMN,No,Month-to-month,Bank transfer (automatic),Fiber optic,45,85.7,3778.1,Female,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
